body,sale_month,month_name,seasonal_factor,seasonal_delta_pct,raw_factor,observations,confidence,is_observed,body_observations,recommendation_eligible_months,has_recommendation,best_month,best_month_name,best_factor,worst_month,worst_month_name,worst_factor
club cab,6,Jun,0.9992,-0.1,0.9583,20,low,True,163,0,False,2,Feb,1.0017,3,Mar,0.9991
club cab,7,Jul,1.0,0.0,1.0,0,no_data,False,163,0,False,2,Feb,1.0017,3,Mar,0.9991
club cab,8,Aug,1.0,0.0,1.0,0,no_data,False,163,0,False,2,Feb,1.0017,3,Mar,0.9991
club cab,9,Sep,1.0,0.0,1.0,0,no_data,False,163,0,False,2,Feb,1.0017,3,Mar,0.9991
club cab,10,Oct,1.0,0.0,1.0,0,no_data,False,163,0,False,2,Feb,1.0017,3,Mar,0.9991
club cab,11,Nov,1.0,0.0,1.0,0,no_data,False,163,0,False,2,Feb,1.0017,3,Mar,0.9991
club cab,12,Dec,0.9994,-0.1,0.965,17,low,True,163,0,False,2,Feb,1.0017,3,Mar,0.9991
convertible,1,Jan,1.0031,0.3,1.0043,2439,high,True,10102,6,True,3,Mar,1.0071,6,Jun,0.9932
convertible,2,Feb,1.0009,0.1,1.0012,2925,high,True,10102,6,True,3,Mar,1.0071,6,Jun,0.9932
convertible,3,Mar,1.0071,0.7,1.0151,884,medium,True,10102,6,True,3,Mar,1.0071,6,Jun,0.9932
convertible,4,Apr,0.9984,-0.2,0.9474,32,low,True,10102,6,True,3,Mar,1.0071,6,Jun,0.9932
convertible,5,May,1.0003,0.0,1.0005,1082,high,True,10102,6,True,3,Mar,1.0071,6,Jun,0.9932
convertible,6,Jun,0.9932,-0.7,0.9895,1875,high,True,10102,6,True,3,Mar,1.0071,6,Jun,0.9932
convertible,7,Jul,0.9988,-0.1,0.966,37,low,True,10102,6,True,3,Mar,1.0071,6,Jun,0.9932
convertible,8,Aug,1.0,0.0,1.0,0,no_data,False,10102,6,True,3,Mar,1.0071,6,Jun,0.9932
convertible,9,Sep,1.0,0.0,1.0,0,no_data,False,10102,6,True,3,Mar,1.0071,6,Jun,0.9932
convertible,10,Oct,1.0,0.0,1.0,0,no_data,False,10102,6,True,3,Mar,1.0071,6,Jun,0.9932
convertible,11,Nov,1.0,0.0,1.0,0,no_data,False,10102,6,True,3,Mar,1.0071,6,Jun,0.9932
convertible,12,Dec,0.9987,-0.1,0.9972,828,medium,True,10102,6,True,3,Mar,1.0071,6,Jun,0.9932
